ENSG00000160808	MYL3
ENSG00000104689	TNFRSF10A
ENSG00000252835	SCARNA21
ENSG00000042088	TDP1
ENSG00000179855	GIPC3
ENSG00000279725	RP11-288A5.2
ENSG00000113621	TXNDC15
ENSG00000201882	snoU2-30
ENSG00000111911	HINT3
ENSG00000093072	CECR1
ENSG00000102393	GLA
ENSG00000148600	CDHR1
ENSG00000123685	BATF3
ENSG00000182463	TSHZ2
ENSG00000140451	PIF1
ENSG00000172818	OVOL1
ENSG00000151117	TMEM86A
ENSG00000072864	NDE1
ENSG00000141456	PELP1
ENSG00000198873	GRK5
ENSG00000072182	ASIC4
ENSG00000231752	EMBP1
ENSG00000186318	BACE1
ENSG00000141002	TCF25
ENSG00000163635	ATXN7
ENSG00000164309	CMYA5
ENSG00000120658	ENOX1
ENSG00000152527	PLEKHH2
ENSG00000156471	PTDSS1
ENSG00000179750	APOBEC3B
ENSG00000178445	GLDC
ENSG00000125630	POLR1B
ENSG00000040731	CDH10
ENSG00000167113	COQ4
ENSG00000138646	HERC5
ENSG00000261338	RP11-378A13.1
ENSG00000114023	FAM162A
ENSG00000205678	TECRL
ENSG00000171103	TRMT61B
ENSG00000110063	DCPS
ENSG00000184012	TMPRSS2
ENSG00000264920	RP11-6N17.4
ENSG00000187479	C11orf96
ENSG00000187624	C17orf97
ENSG00000272970	RP11-329B9.4
ENSG00000012822	CALCOCO1
ENSG00000166734	CASC4
ENSG00000125885	MCM8
ENSG00000164683	HEY1
ENSG00000105672	ETV2
ENSG00000253982	CTD-2336O2.1
ENSG00000174460	ZCCHC12
ENSG00000065600	TMEM206
ENSG00000099622	CIRBP
ENSG00000138468	SENP7
ENSG00000168615	ADAM9
ENSG00000105220	GPI
ENSG00000261801	LOXL1-AS1
ENSG00000168135	KCNJ4
ENSG00000242086	LINC00969
ENSG00000248329	APELA
ENSG00000107362	ABHD17B
ENSG00000280079	CTC-260E6.4
ENSG00000171956	FOXB1
ENSG00000171848	RRM2
ENSG00000151150	ANK3
ENSG00000088386	SLC15A1
ENSG00000136104	RNASEH2B
ENSG00000213585	VDAC1
ENSG00000260727	SLC7A5P1
ENSG00000241186	TDGF1
ENSG00000214814	FER1L6
ENSG00000127540	UQCR11
ENSG00000211460	TSN
ENSG00000110002	VWA5A
ENSG00000065621	GSTO2
ENSG00000167550	RHEBL1
ENSG00000118193	KIF14
ENSG00000133477	FAM83F
ENSG00000165288	BRWD3
ENSG00000100281	HMGXB4
ENSG00000152763	WDR78
ENSG00000206899	RNU6-36P
ENSG00000111445	RFC5
ENSG00000164756	SLC30A8
ENSG00000272902	RP11-299H21.1
ENSG00000108771	DHX58
ENSG00000163346	PBXIP1
ENSG00000183955	KMT5A
ENSG00000103253	HAGHL
ENSG00000155158	TTC39B
ENSG00000111786	SRSF9
ENSG00000148408	CACNA1B
ENSG00000103932	RPAP1
ENSG00000265681	RPL17
ENSG00000083844	ZNF264
ENSG00000182810	DDX28
ENSG00000080644	CHRNA3
ENSG00000145936	KCNMB1
ENSG00000140575	IQGAP1
ENSG00000095794	CREM
ENSG00000188042	ARL4C
ENSG00000123191	ATP7B
ENSG00000089195	TRMT6
ENSG00000118058	KMT2A
ENSG00000261366	MANEA-AS1
ENSG00000255690	TRIL
ENSG00000141446	ESCO1
ENSG00000238018	AC093110.3
ENSG00000177628	GBA
ENSG00000150990	DHX37
ENSG00000040933	INPP4A
ENSG00000273723	RP11-93H24.3
ENSG00000165355	FBXO33
ENSG00000101236	RNF24
ENSG00000214021	TTLL3
ENSG00000242808	SOX2-OT
ENSG00000168405	CMAHP
ENSG00000169891	REPS2
ENSG00000102003	SYP
ENSG00000197587	DMBX1
ENSG00000165092	ALDH1A1
ENSG00000167107	ACSF2
ENSG00000174989	FBXW8
ENSG00000112742	TTK
ENSG00000082898	XPO1
ENSG00000173145	NOC3L
ENSG00000143341	HMCN1
ENSG00000111328	CDK2AP1
ENSG00000075391	RASAL2
ENSG00000163909	HEYL
ENSG00000198265	HELZ
ENSG00000115241	PPM1G
ENSG00000170891	CYTL1
ENSG00000080815	PSEN1
ENSG00000128573	FOXP2
ENSG00000135070	ISCA1
ENSG00000143149	ALDH9A1
ENSG00000130475	FCHO1
ENSG00000068366	ACSL4
ENSG00000165637	VDAC2
ENSG00000181773	GPR3
ENSG00000079156	OSBPL6
ENSG00000110104	CCDC86
ENSG00000167815	PRDX2
ENSG00000262209	PCDHGB3
ENSG00000157212	PAXIP1
ENSG00000177354	C10orf71
ENSG00000114646	CSPG5
ENSG00000114346	ECT2
ENSG00000072210	ALDH3A2
ENSG00000155886	SLC24A2
ENSG00000159788	RGS12
ENSG00000187790	FANCM
ENSG00000061794	MRPS35
ENSG00000156466	GDF6
ENSG00000130005	GAMT
ENSG00000088325	TPX2
ENSG00000179958	DCTPP1
ENSG00000253477	RP11-1C8.4
ENSG00000148634	HERC4
ENSG00000135452	TSPAN31
ENSG00000154102	C16orf74
ENSG00000198682	PAPSS2
ENSG00000241359	SYNPR-AS1
ENSG00000137513	NARS2
ENSG00000118137	APOA1
ENSG00000258429	PDF
ENSG00000247596	TWF2
ENSG00000171757	LRRC34
ENSG00000198642	KLHL9
ENSG00000028310	BRD9
ENSG00000135269	TES
ENSG00000254858	MPV17L2
ENSG00000198363	ASPH
ENSG00000113763	UNC5A
ENSG00000169762	TAPT1
ENSG00000099810	MTAP
ENSG00000235280	MCF2L-AS1
ENSG00000276903	HIST1H2AL
ENSG00000173276	ZBTB21
ENSG00000187801	ZFP69B
ENSG00000124802	EEF1E1
ENSG00000198399	ITSN2
ENSG00000066777	ARFGEF1
ENSG00000114767	RRP9
ENSG00000112530	PACRG
ENSG00000175161	CADM2
ENSG00000225366	TDGF1P3
ENSG00000162989	KCNJ3
ENSG00000163155	LYSMD1
ENSG00000275832	ARHGAP23
ENSG00000153487	ING1
ENSG00000086189	DIMT1
ENSG00000123570	RAB9B
ENSG00000188580	NKAIN2
ENSG00000196547	MAN2A2
ENSG00000168172	HOOK3
ENSG00000165973	NELL1
ENSG00000055609	KMT2C
ENSG00000197748	CFAP43
ENSG00000082684	SEMA5B
ENSG00000168101	NUDT16L1
ENSG00000146556	WASH2P
ENSG00000124562	SNRPC
ENSG00000126070	AGO3
ENSG00000090530	P3H2
ENSG00000172667	ZMAT3
ENSG00000167759	KLK13
ENSG00000085185	BCORL1
ENSG00000156273	BACH1
ENSG00000197885	NKIRAS1
ENSG00000181218	HIST3H2A
ENSG00000273015	RP11-352M15.2
ENSG00000119820	YIPF4
ENSG00000136943	CTSV
ENSG00000163590	PPM1L
ENSG00000175166	PSMD2
ENSG00000141401	IMPA2
ENSG00000142910	TINAGL1
ENSG00000149782	PLCB3
ENSG00000196456	ZNF775
ENSG00000267784	RP11-171I2.1
ENSG00000198691	ABCA4
ENSG00000130770	ATPIF1
ENSG00000185250	PPIL6
ENSG00000198959	TGM2
ENSG00000141873	SLC39A3
ENSG00000113657	DPYSL3
ENSG00000163888	CAMK2N2
ENSG00000150636	CCDC102B
ENSG00000058600	POLR3E
ENSG00000184408	KCND2
ENSG00000144040	SFXN5
ENSG00000237649	KIFC1
ENSG00000114738	MAPKAPK3
ENSG00000142657	PGD
ENSG00000150867	PIP4K2A
ENSG00000123989	CHPF
ENSG00000124151	NCOA3
ENSG00000067225	PKM
ENSG00000197696	NMB
ENSG00000130517	PGPEP1
ENSG00000123064	DDX54
ENSG00000108821	COL1A1
ENSG00000144962	SPATA16
ENSG00000167747	C19orf48
ENSG00000144596	GRIP2
ENSG00000072609	CHFR
ENSG00000164975	SNAPC3
ENSG00000164366	CCDC127
ENSG00000246922	UBAP1L
ENSG00000214788	OOSP1
ENSG00000172765	TMCC1
ENSG00000048740	CELF2
ENSG00000181026	AEN
ENSG00000141076	UTP4
ENSG00000141540	TTYH2
ENSG00000075336	TIMM21
ENSG00000049860	HEXB
ENSG00000173848	NET1
ENSG00000111837	MAK
ENSG00000118194	TNNT2
ENSG00000157379	DHRS1
ENSG00000188163	FAM166A
ENSG00000144821	MYH15
ENSG00000138175	ARL3
ENSG00000163703	CRELD1
ENSG00000079950	STX7
ENSG00000205060	SLC35B4
ENSG00000152495	CAMK4
